Name,Rarity,Type,Description,Card Id,Pack Name,Set Number,PacksAwarded
Blue d'hide chaps (g),Rare,Item,,583,,,0
Blue d'hide chaps (t),Rare,Item,,584,,,0
Blue d'hide shield,Rare,Item,,585,,,0
Blue d'hide vambraces,Rare,Item,,586,,,0
Blue dark bow paint,Common,Item,,587,,,0
Blue dragon leather,Rare,Item,,588,,,0
Blue dragon mask,Common,Item,,589,,,0
Blue dragon scale,Rare,Item,,590,,,0
Blue dragonhide,Rare,Item,,591,,,0
Blue dragonhide set,Rare,Item,,592,,,0
Blue dye,Common,Item,,593,Mages of the Shore,,0
Blue elegant blouse,Common,Item,,594,,,0
Blue elegant legs,Common,Item,,595,,,0
Blue elegant shirt,Common,Item,,596,,,0
Blue elegant skirt,Common,Item,,597,,,0
Blue feather,Common,Item,,598,,,0
Blue firelighter,Common,Item,,599,,,0
Blue flowers,Common,Item,,600,,,0
Blue halloween mask,Common,Item,,601,,,0
Blue hat,Common,Item,,602,,,0
Blue headband,Common,Item,,603,,,0
Blue moon armour set,Mythic,Item,,604,,,0
Blue moon chestplate,Mythic,Item,,605,,,0
Blue moon helm,Mythic,Item,,606,,,0
Blue moon spear,Mythic,Item,,607,,,0
Blue moon tassets,Mythic,Item,,608,,,0
Blue partyhat,Common,Item,,609,,,0
Blue robe bottoms,Common,Item,,610,,,0
Blue robe top,Common,Item,,611,,,0
Blue skirt,Common,Item,,612,,,0
Blue skirt (g),Common,Item,,613,,,0
Blue skirt (t),Common,Item,,614,,,0
Blue spiky vambraces,Rare,Item,,615,,,0
Blue wizard hat,Common,Item,,616,Mages of the Shore,,0
Blue wizard hat (g),Common,Item,,617,,,0
Blue wizard hat (t),Common,Item,,618,,,0
Blue wizard robe,Common,Item,,619,,,0
Blue wizard robe (g),Common,Item,,620,,,0
Blue wizard robe (t),Common,Item,,621,,,0
Bluefin,Rare,Item,,622,,,0
Bluegill,Common,Item,,623,,,0
Blurberry special,Common,Item,,624,,,0
Boat bottle,Uncommon,Item,,625,,,0
Bob's black shirt,Common,Item,,626,,,0
Bob's blue shirt,Common,Item,,627,,,0
Bob's green shirt,Common,Item,,628,,,0
Bob's purple shirt,Common,Item,,629,,,0
Bob's red shirt,Common,Item,,630,,,0
Body rune,Common,Item,,631,Humble Beginnings,,0
Body talisman,Common,Item,,632,Jewel of Misthalin,,0
Body tiara,Common,Item,,633,,,0
Bolt mould,Common,Item,,634,Emir’s Dominion,,0
Bolt of canvas,Uncommon,Item,,635,,,0
Bolt of cloth,Common,Item,,636,Jewel of Misthalin,,0
Bolt of cotton,Uncommon,Item,,637,,,0
Bolt of linen,Uncommon,Item,,638,,,0
Bolt rack,Uncommon,Item,,639,,,0
Bone bolt pack,Common,Item,,640,Humble Beginnings,,0
Bone bolts,Common,Item,,641,Humble Beginnings,,0
Bone club,Common,Item,,642,Humble Beginnings,,0
Bone dagger,Common,Item,,643,Humble Beginnings,,0
Bone fragments,Common,Item,,644,,,0
Bone spear,Common,Item,,645,Humble Beginnings,,0
Bones,Common,Item,,646,Humble Beginnings,,0
Bones to bananas (tablet),Common,Item,,647,,,0
Bones to peaches (tablet),Uncommon,Item,,648,,,0
Book of balance page set,Uncommon,Item,,649,,,0
Book of darkness page set,Uncommon,Item,,650,,,0
Book of law page set,Uncommon,Item,,651,,,0
Book of war page set,Uncommon,Item,,652,,,0
Bookcase (flatpack),Common,Item,,653,,,0
Boots of brimstone,Rare,Item,,654,,,0
Boots of darkness,Common,Item,,655,,,0
Boots of stone,Common,Item,,656,,,0
Botanical pie,Rare,Item,,657,,,0
Bottle of wine,Common,Item,,658,Mages of the Shore,,0
Bottled dragonbreath,Rare,Item,,659,,,0
Bottled storm,Rare,Item,,660,,,0
Bottomless compost bucket,Rare,Item,,661,,,0
Bow of faerdhinen,Legendary,Item,,662,,,0
Bow string,Common,Item,,663,,,0
Bowl,Common,Item,,664,Humble Beginnings,,0
Bowl of hot water,Common,Item,,665,,,0
Bowl of water,Common,Item,,666,,,0
Bowl wig,Common,Item,,667,,,0
Box trap,Common,Item,,668,,,0
Box trap pack,Common,Item,,669,,,0
Bracelet mould,Common,Item,,670,Emir’s Dominion,,0
Bracelet of clay,Common,Item,,671,,,0
Bracelet of ethereum,Rare,Item,,672,,,0
Bracelet of slaughter,Uncommon,Item,,673,,,0
Brandy,Common,Item,,674,,,0
Brass key,Common,Item,,675,,,0
Brass necklace,Common,Item,,676,Humble Beginnings,,0
Bread,Common,Item,,677,Humble Beginnings,,0
Bread dough,Common,Item,,678,Humble Beginnings,,0
Briefcase,Common,Item,,679,,,0
Bright pearl,Common,Item,,680,,,0
Brilliant pearl,Rare,Item,,681,,,0
Brimstone ring,Mythic,Item,,682,,,0
Brine sabre,Rare,Item,,683,,,0
Broad arrowhead pack,Uncommon,Item,,684,The Concealed King,,0
Broad arrowheads,Uncommon,Item,,685,The Concealed King,,0
Broad bolts,Uncommon,Item,,686,The Concealed King,,0
Broken antler,Uncommon,Item,,687,,,0
Broken bark snelm,Common,Item,,688,,,0
Broken dragon hasta,Rare,Item,,689,,,0
Broken dragon hook,Mythic,Item,,690,,,0
Broken zombie axe,Rare,Item,,691,,,0
Broken zombie helmet,Rare,Item,,692,,,0
Bronze 2h sword,Common,Item,,693,,,0
Bronze arrow,Common,Item,,694,Humble Beginnings,,0
Bronze arrowtips,Common,Item,,695,Humble Beginnings,,0
Bronze axe,Common,Item,,696,Humble Beginnings,,0
Bronze bar,Common,Item,,697,Humble Beginnings,,0
Bronze battleaxe,Common,Item,,698,Humble Beginnings,,0
Bronze bolts,Common,Item,,699,Humble Beginnings,,0
Bronze bolts (unf),Common,Item,,700,Humble Beginnings,,0
Bronze boots,Common,Item,,701,Humble Beginnings,,0
Bronze brutal,Common,Item,,702,,,0
Bronze cannonball,Common,Item,,703,Ports and POHs,,0
Bronze chainbody,Common,Item,,704,Humble Beginnings,,0
Bronze claws,Common,Item,,705,The Concealed King,,0
Bronze crossbow,Common,Item,,706,Jewel of Misthalin,,0
Bronze crossbow (u),Common,Item,,707,Jewel of Misthalin,,0
Bronze dagger,Common,Item,,708,Humble Beginnings,,0
Bronze dart,Common,Item,,709,,,0
Bronze dart tip,Common,Item,,710,,,0
Bronze dragon mask,Common,Item,,711,,,0
Bronze felling axe,Common,Item,,712,,,0
Bronze fire arrow,Common,Item,,713,,,0
Bronze full helm,Common,Item,,714,Humble Beginnings,,0
Bronze full helm (g),Common,Item,,715,,,0
Bronze full helm (t),Common,Item,,716,,,0
Bronze gold-trimmed set (lg),Common,Item,,717,,,0
Bronze gold-trimmed set (sk),Common,Item,,718,,,0
Bronze halberd,Common,Item,,719,,,0
Bronze hasta,Common,Item,,720,,,0
Bronze javelin,Common,Item,,721,Jewel of Misthalin,,0
Bronze javelin tips,Common,Item,,722,Jewel of Misthalin,,0
Bronze keel parts,Common,Item,,723,,,0
Bronze kiteshield,Common,Item,,724,Humble Beginnings,,0
Bronze kiteshield (g),Common,Item,,725,,,0
Bronze kiteshield (t),Common,Item,,726,,,0
Bronze knife,Common,Item,,727,,,0
Bronze limbs,Common,Item,,728,Jewel of Misthalin,,0
Bronze locks,Common,Item,,729,,,0
Bronze longsword,Common,Item,,730,Humble Beginnings,,0
Bronze mace,Common,Item,,731,Humble Beginnings,,0
Bronze med helm,Common,Item,,732,Humble Beginnings,,0
Bronze nails,Common,Item,,733,Jewel of Misthalin,,0
Bronze pickaxe,Common,Item,,734,Humble Beginnings,,0
Bronze platebody,Common,Item,,735,Humble Beginnings,,0
Bronze platebody (g),Common,Item,,736,,,0
Bronze platebody (t),Common,Item,,737,,,0
Bronze platelegs,Common,Item,,738,Humble Beginnings,,0
Bronze platelegs (g),Common,Item,,739,,,0
Bronze platelegs (t),Common,Item,,740,,,0
Bronze plateskirt,Common,Item,,741,Humble Beginnings,,0
Bronze plateskirt (g),Common,Item,,742,,,0
Bronze plateskirt (t),Common,Item,,743,,,0
Bronze scimitar,Common,Item,,744,Humble Beginnings,,0
Bronze set (lg),Common,Item,,745,,,0
Bronze set (sk),Common,Item,,746,,,0
Bronze spear,Common,Item,,747,Humble Beginnings,,0
Bronze sq shield,Common,Item,,748,Humble Beginnings,,0
Bronze sword,Common,Item,,749,Humble Beginnings,,0
Bronze thrownaxe,Common,Item,,750,,,0
Bronze trimmed set (lg),Common,Item,,751,,,0
Bronze trimmed set (sk),Common,Item,,752,,,0
Bronze warhammer,Common,Item,,753,Humble Beginnings,,0
Bronze wire,Common,Item,,754,,,0
Broodoo shield (combat),Uncommon,Item,,755,,,0
Broodoo shield (disease),Uncommon,Item,,756,,,0
Broodoo shield (poison),Uncommon,Item,,757,,,0
Brown apron,Common,Item,,758,,,0
Brown headband,Common,Item,,759,,,0
Brown toy horsey,Common,Item,,760,Mages of the Shore,,0
Bruise blue snelm,Common,Item,,761,,,0
Bruised banana,Common,Item,,762,,,0
Bryophyta's essence,Rare,Item,,763,Jewel of Misthalin,,0
Bryophyta's staff,Mythic,Item,,764,Jewel of Misthalin,,0
Bucket,Common,Item,,765,Humble Beginnings,,0
Bucket helm,Common,Item,,766,,,0
Bucket helm (g),Common,Item,,767,,,0
Bucket of milk,Common,Item,,768,Humble Beginnings,,0
Bucket of rubble,Common,Item,,769,,,0
Bucket of sand,Common,Item,,770,Ports and POHs,,0
Bucket of sap,Common,Item,,771,,,0
Bucket of water,Common,Item,,772,Humble Beginnings,,0
Bucket of wax,Common,Item,,773,,,0
Bug lantern,Common,Item,,774,Mages of the Shore,,0
Bullseye lantern,Common,Item,,775,,,0
Bullseye lantern (empty),Common,Item,,776,,,0
Bullseye lantern (unf),Common,Item,,777,,,0
Burning amulet,Uncommon,Item,,778,,,0
Burning claw,Rare,Item,,779,,,0
Burning claws,Mythic,Item,,780,,,0
Butterfly jar,Common,Item,,781,,,0
Butterfly net,Common,Item,,782,,,0
Cabbage,Common,Item,,783,Humble Beginnings,,0
Cabbage round shield,Common,Item,,784,,,0
Cabbage seed,Common,Item,,785,Humble Beginnings,,0
Cabbages,Common,Item,,786,,,0
Cactus seed,Rare,Item,,787,,,0
Cactus spine,Rare,Item,,788,,,0
Cadantine,Mythic,Item,,789,,,0
Cadantine blood potion (unf),Rare,Item,,790,,,0
Cadantine potion (unf),Rare,Item,,791,,,0
Cadantine seed,Rare,Item,,792,,,0
Cadarn lineage,Common,Item,,793,,,0
Cadava berries,Common,Item,,794,Jewel of Misthalin,,0
Cadavaberry seed,Common,Item,,795,,,0
Cake,Common,Item,,796,,,0
Cake tin,Common,Item,,797,Humble Beginnings,,0
Calcified moth,Uncommon,Item,,798,,,0
Calcite,Common,Item,,799,,,0
Calquat fruit,Uncommon,Item,,800,,,0
Calquat keg,Uncommon,Item,,801,,,0
Calquat sapling,Rare,Item,,802,,,0
Calquat tree seed,Rare,Item,,803,,,0
Camelot teleport (tablet),Uncommon,Item,,804,,,0
Camphor blowpipe,Rare,Item,,805,,,0
Camphor crate,Rare,Item,,806,,,0
Camphor hull parts,Rare,Item,,807,,,0
Camphor logs,Rare,Item,,808,,,0
Camphor plank,Rare,Item,,809,,,0
Camphor pyre logs,Rare,Item,,810,,,0
Camphor repair kit,Rare,Item,,811,,,0
Camphor sapling,Rare,Item,,812,,,0
Camphor seed,Rare,Item,,813,,,0
Candle,Common,Item,,814,,,0
Candle lantern,Common,Item,,815,,,0
Cannon barrels,Rare,Item,,816,,,0
Cannon base,Rare,Item,,817,,,0
Cannon furnace,Rare,Item,,818,,,0
Cannon stand,Rare,Item,,819,,,0
Cape of skulls,Rare,Item,,820,,,0
Carrallanger teleport (tablet),Uncommon,Item,,821,,,0
Carved oak bench (flatpack),Common,Item,,822,,,0
Carved oak magic wardrobe (flatpack),Common,Item,,823,,,0
Carved oak table (flatpack),Common,Item,,824,,,0
Carved teak bench (flatpack),Uncommon,Item,,825,,,0
Carved teak magic wardrobe (flatpack),Uncommon,Item,,826,,,0
Carved teak table (flatpack),Uncommon,Item,,827,,,0
Casket,Common,Item,,828,,,0
Castle wars bracelet,Common,Item,,829,,,0
Cat mask,Common,Item,,830,,,0
Cat training medal,Common,Item,,831,,,0
Catalytic talisman,Rare,Item,,832,,,0
Catalytic tiara,Rare,Item,,833,,,0
Catherby teleport (tablet),Common,Item,,834,,,0
Cavalier mask,Common,Item,,835,,,0
Cave eel,Uncommon,Item,,836,,,0
Cave goblin wire,Common,Item,,837,,,0
Caviar,Common,Item,,838,,,0
Celastrus bark,Rare,Item,,839,,,0
Celastrus sapling,Rare,Item,,840,,,0
Celastrus seed,Rare,Item,,841,,,0
Cemetery teleport (tablet),Uncommon,Item,,842,,,0
Chain,Uncommon,Item,,843,,,0
Chaos rune,Uncommon,Item,,844,Humble Beginnings,,0
Chaos rune pack,Uncommon,Item,,845,Jewel of Misthalin,,0
Chaos talisman,Uncommon,Item,,846,,,0
Chaos tiara,Uncommon,Item,,847,,,0
Chaotic handegg,Common,Item,,848,,,0
Charcoal,Common,Item,,849,,,0
Charge dragonstone jewellery scroll,Uncommon,Item,,850,,,0
Chasm teleport scroll,Rare,Item,,851,,,0
Cheese,Common,Item,,852,Mages of the Shore,,0
Cheese+tom batta,Common,Item,,853,,,0
Chef's delight,Common,Item,,854,,,0
Chef's delight (flatpack),Common,Item,,855,,,0
Chef's delight (keg),Common,Item,,856,,,0
Chef's delight (Player-owned house),Common,Item,,857,,,0
Chef's delight(m),Common,Item,,858,,,0
Chef's delight(m) (keg),Common,Item,,859,,,0
Chef's hat,Common,Item,,860,Humble Beginnings,,0
Chichilihui rosé,Common,Item,,861,,,0
Chilhuac red,Common,Item,,862,,,0
Chilli con carne,Common,Item,,863,,,0
Chilli potato,Common,Item,,864,,,0
Chinchompa,Uncommon,Item,,865,,,0
Chisel,Common,Item,,866,Humble Beginnings,,0
Choc saturday,Common,Item,,867,,,0
Choc-ice,Common,Item,,868,,,0
Chocchip crunchies,Common,Item,,869,,,0
Chocolate bar,Common,Item,,870,,,0
Chocolate bomb,Common,Item,,871,,,0
Chocolate cake,Common,Item,,872,,,0
Chocolate dust,Common,Item,,873,,,0
Chopped garlic,Common,Item,,874,Mages of the Shore,,0
Chopped onion,Common,Item,,875,,,0
Chopped tomato,Common,Item,,876,Humble Beginnings,,0
Chopped tuna,Common,Item,,877,,,0
Chopped ugthanki,Common,Item,,878,,,0
Christmas cracker,Common,Item,,879,,,0
Chromium ingot,Rare,Item,,880,,,0
Chugging barrel,Common,Item,,881,,,0
Cider,Common,Item,,882,,,0
Cider (keg),Common,Item,,883,,,0
Cider (Player-owned house),Common,Item,,884,,,0
Cider barrel (flatpack),Common,Item,,885,,,0
Cider(m) (keg),Common,Item,,886,,,0
Circular hide,Uncommon,Item,,887,,,0
Citizen shoes,Common,Item,,888,,,0
Citizen top,Common,Item,,889,,,0
Citizen trousers,Common,Item,,890,,,0
Civitas illa fortis teleport (tablet),Uncommon,Item,,891,,,0
Claws of callisto,Rare,Item,,892,,,0
Clay,Common,Item,,893,Jewel of Misthalin,,0
Cleaning cloth,Common,Item,,894,,,0
Cleaver,Rare,Item,,895,,,0
Climbing boots,Common,Item,,896,,,0
Climbing boots (g),Common,Item,,897,,,0
Climbing rope,Common,Item,,898,,,0
Clockwork,Common,Item,,899,,,0
Clothes pouch,Rare,Item,,900,,,0
Clothes pouch blueprint,Uncommon,Item,,901,,,0
Clue box,Rare,Item,,902,,,0
Coal,Uncommon,Item,,903,Humble Beginnings,,0
Cocktail glass,Common,Item,,904,,,0
Cocktail guide,Common,Item,,905,,,0
Cocktail shaker,Common,Item,,906,,,0
Coconut,Common,Item,,907,,,0
Coconut milk,Common,Item,,908,,,0
Coconut shell,Common,Item,,909,,,0
Cod,Common,Item,,910,,,0
Coif,Common,Item,,911,Emir’s Dominion,,0
Colossal wyrm teleport scroll,Uncommon,Item,,912,,,0
Combat bracelet,Rare,Item,,913,,,0
Combat mix,Uncommon,Item,,914,,,0
Combat potion,Uncommon,Item,,915,,,0
Combat potion set,Uncommon,Item,,916,,,0
Common kebbit fur,Common,Item,,917,,,0
Common tench,Uncommon,Item,,918,,,0
Comp ogre bow,Uncommon,Item,,919,,,0
Compost,Common,Item,,920,,,0
Compost pack,Common,Item,,921,,,0
Compost potion,Common,Item,,922,,,0
Condensed gold,Legendary,Item,,923,,,0
Confliction gauntlets,Legendary,Item,,924,,,0
Contract of bloodied blows,Rare,Item,,925,,,0
Contract of catalyst acquisition,Rare,Item,,926,,,0
Contract of divine severance,Rare,Item,,927,,,0
Contract of familiar acquisition,Rare,Item,,928,,,0
Contract of forfeit breath,Rare,Item,,929,,,0
Contract of glyphic attenuation,Rare,Item,,930,,,0
Contract of harmony acquisition,Mythic,Item,,931,,,0
Contract of oathplate acquisition,Legendary,Item,,932,,,0
Contract of sensory clouding,Rare,Item,,933,,,0
Contract of shard acquisition,Mythic,Item,,934,,,0
Contract of worm acquisition,Rare,Item,,935,,,0
Cooked barb-tailed kebbit,Rare,Item,,936,,,0
Cooked chicken,Common,Item,,937,Humble Beginnings,,0
Cooked chicken (undead),Common,Item,,938,,,0
Cooked chompy,Common,Item,,939,,,0
Cooked dashing kebbit,Rare,Item,,940,,,0
Cooked giant crab meat,Rare,Item,,941,,,0
Cooked graahk,Uncommon,Item,,942,,,0
Cooked jubbly,Uncommon,Item,,943,,,0
Cooked karambwan,Rare,Item,,944,,,0
Cooked kyatt,Uncommon,Item,,945,,,0
Cooked larupia,Uncommon,Item,,946,,,0
Cooked meat,Common,Item,,947,Humble Beginnings,,0
Cooked meat (undead),Common,Item,,948,,,0
Cooked moonlight antelope,Mythic,Item,,949,,,0
Cooked mystery meat,Common,Item,,950,,,0
Cooked oomlie wrap,Uncommon,Item,,951,,,0
Cooked pyre fox,Uncommon,Item,,952,,,0
Cooked rabbit,Common,Item,,953,,,0
Cooked slimy eel,Common,Item,,954,,,0
Cooked sunlight antelope,Uncommon,Item,,955,,,0
Cooked sweetcorn,Common,Item,,956,,,0
Cooked wild kebbit,Common,Item,,957,,,0
Cooking apple,Common,Item,,958,,,0
Copper ore,Common,Item,,959,Humble Beginnings,,0
Cornflour,Common,Item,,960,,,0
Cosmic rune,Uncommon,Item,,961,Mages of the Shore,,0
Cosmic talisman,Uncommon,Item,,962,,,0
Cosmic tiara,Uncommon,Item,,963,,,0
Cotton boll,Uncommon,Item,,964,,,0
Cotton seed,Rare,Item,,965,,,0
Cotton yarn,Uncommon,Item,,966,,,0
Cowhide,Common,Item,,967,Humble Beginnings,,0
Crab paste,Common,Item,,968,,,0
Crab pot,Common,Item,,969,,,0
Crate (In Aid of the Myreque),Common,Item,,970,,,0
Craw's bow,Legendary,Item,,971,,,0
Cream boots,Common,Item,,972,,,0
Cream hat,Common,Item,,973,,,0
Cream robe bottoms,Common,Item,,974,,,0
Cream robe top,Common,Item,,975,,,0
Crier bell,Common,Item,,976,Jewel of Misthalin,,0
Crier coat,Common,Item,,977,Jewel of Misthalin,,0
Crier hat,Common,Item,,978,Jewel of Misthalin,,0
Crossbow,Common,Item,,979,Jewel of Misthalin,,0
Crossbow string,Common,Item,,980,Humble Beginnings,,0
Crude chair (flatpack),Common,Item,,981,,,0
Crunchy tray,Common,Item,,982,,,0
Crushed infernal shale,Rare,Item,,983,,,0
Crushed nest,Uncommon,Item,,984,Knights of Saradomin,,0
Crushed superior dragon bones,Rare,Item,,985,,,0
Crystal armour seed,Rare,Item,,986,,,0
Crystal grail,Rare,Item,,987,,,0
Crystal key,Uncommon,Item,,988,,,0
Crystal singing for beginners,Common,Item,,989,,,0
Crystal tool seed,Rare,Item,,990,,,0
Crystal weapon seed,Mythic,Item,,991,,,0
Cup of hot water,Common,Item,,992,,,0
Cup of tea,Common,Item,,993,Jewel of Misthalin,,0
Cup of water,Common,Item,,994,,,0
Cupronickel bar,Uncommon,Item,,995,,,0
Cured yak-hide,Uncommon,Item,,996,,,0
Curry,Rare,Item,,997,,,0
Curry leaf,Common,Item,,998,,,0
Curry sapling,Uncommon,Item,,999,,,0
Curry tree seed,Uncommon,Item,,1000,,,0
Cursed amulet of magic,Uncommon,Item,,1001,,,0
Cyclops head,Common,Item,,1002,,,0
Dagannoth bones,Rare,Item,,1003,,,0
Dagannoth hide,Uncommon,Item,,1004,,,0
Dagon'hai hat,Mythic,Item,,1005,,,0
Dagon'hai robe bottom,Mythic,Item,,1006,,,0
Dagon'hai robe top,Mythic,Item,,1007,,,0
Dagon'hai robes set,Mythic,Item,,1008,,,0
Damaged monkey tail,Common,Item,,1009,,,0
Damp egg,Common,Item,,1010,,,0
Damp tinderbox,Common,Item,,1011,,,0
Dareeyak teleport (tablet),Uncommon,Item,,1012,,,0
Dark bow,Mythic,Item,,1013,,,0
Dark bow tie,Common,Item,,1014,,,0
Dark cavalier,Common,Item,,1015,,,0
Dark crab,Mythic,Item,,1016,,,0
Dark fishing bait,Uncommon,Item,,1017,,,0
Dark infinity colour kit,Common,Item,,1018,,,0
Dark kebbit fur,Uncommon,Item,,1019,,,0
Dark trousers,Common,Item,,1020,,,0
Dark tuxedo cuffs,Common,Item,,1021,,,0
Dark tuxedo jacket,Common,Item,,1022,,,0
Dark tuxedo shoes,Common,Item,,1023,,,0
Dashing kebbit fur,Uncommon,Item,,1024,,,0
Death rune,Rare,Item,,1025,Mages of the Shore,,0
Death talisman,Uncommon,Item,,1026,,,0
Death tiara,Uncommon,Item,,1027,,,0
Deerstalker,Common,Item,,1028,,,0
Defence mix,Common,Item,,1029,,,0
Defence potion,Common,Item,,1030,,,0
Demon dung,Common,Item,,1031,,,0
Demon feet,Common,Item,,1032,,,0
Demon tear,Uncommon,Item,,1033,,,0
Demonic tallow,Uncommon,Item,,1034,,,0
Desert boots,Common,Item,,1035,,,0
Desert camo legs,Common,Item,,1036,,,0
Desert camo top,Common,Item,,1037,,,0
Desert devil fur,Common,Item,,1038,,,0
Desert goat horn,Common,Item,,1039,,,0
Desert legs,Common,Item,,1040,,,0
Desert robe,Common,Item,,1041,,,0
Desert robes,Common,Item,,1042,,,0
Desert shirt,Common,Item,,1043,,,0
Desert top,Common,Item,,1044,,,0
Desert top (overcoat),Common,Item,,1045,,,0
Devout boots,Mythic,Item,,1046,,,0
Dexterous prayer scroll,Legendary,Item,,1047,,,0
Dharok's armour set,Mythic,Item,,1048,,,0
Dharok's greataxe,Mythic,Item,,1049,,,0
Dharok's helm,Mythic,Item,,1050,,,0
Dharok's platebody,Mythic,Item,,1051,,,0
Dharok's platelegs,Mythic,Item,,1052,,,0
Diabolic worms,Rare,Item,,1053,,,0
Diamond,Rare,Item,,1054,Jewel of Misthalin,,0
Diamond amulet,Rare,Item,,1055,,,0
Diamond amulet (u),Rare,Item,,1056,,,0
Diamond bolt tips,Rare,Item,,1057,,,0
Diamond bolts,Rare,Item,,1058,,,0
Diamond bolts (e),Rare,Item,,1059,,,0
Diamond bracelet,Rare,Item,,1060,,,0
Diamond dragon bolts,Rare,Item,,1061,,,0
Diamond dragon bolts (e),Rare,Item,,1062,,,0
Diamond necklace,Rare,Item,,1063,,,0
Diamond ring,Rare,Item,,1064,,,0
Digsite teleport,Uncommon,Item,,1065,,,0
Dinh's bulwark,Legendary,Item,,1066,,,0
Disk of returning,Common,Item,,1067,Mages of the Shore,,0
Divine bastion potion,Mythic,Item,,1068,,,0
Divine battlemage potion,Mythic,Item,,1069,,,0
Divine magic potion,Rare,Item,,1070,,,0
Divine ranging potion,Rare,Item,,1071,,,0
Divine super attack potion,Rare,Item,,1072,,,0
Divine super combat potion,Mythic,Item,,1073,,,0
Divine super defence potion,Rare,Item,,1074,,,0
Divine super strength potion,Rare,Item,,1075,,,0
Dodgy necklace,Uncommon,Item,,1076,,,0
Doogle leaves,Common,Item,,1077,,,0
Dorgeshuun crossbow,Common,Item,,1078,Humble Beginnings,,0
Double eye patch,Common,Item,,1079,,,0
Draconic visage,Rare,Item,,1080,,,0
Dragon 2h sword,Mythic,Item,,1081,,,0
Dragon armour set (lg),Mythic,Item,,1082,,,0
Dragon armour set (sk),Mythic,Item,,1083,,,0
Dragon arrow,Mythic,Item,,1084,,,0
Dragon arrowtips,Mythic,Item,,1085,,,0
Dragon axe,Mythic,Item,,1086,,,0
Dragon battleaxe,Mythic,Item,,1087,,,0
Dragon bitter,Common,Item,,1088,,,0
Dragon bitter (flatpack),Common,Item,,1089,,,0
Dragon bitter (keg),Common,Item,,1090,,,0
Dragon bitter (Player-owned house),Common,Item,,1091,,,0
Dragon bitter(m),Common,Item,,1092,,,0
Dragon bitter(m) (keg),Common,Item,,1093,,,0
Dragon bolts,Mythic,Item,,1094,,,0
Dragon bolts (unf),Rare,Item,,1095,,,0
Dragon bones,Rare,Item,,1096,,,0
Dragon boots,Mythic,Item,,1097,,,0
Dragon boots ornament kit,Common,Item,,1098,,,0
Dragon cane,Rare,Item,,1099,,,0
Dragon cannon barrel,Mythic,Item,,1100,,,0
Dragon cannonball,Mythic,Item,,1101,,,0
Dragon chainbody,Mythic,Item,,1102,Shifting Sands,,0
Dragon chainbody ornament kit,Common,Item,,1103,,,0
Dragon claws,Legendary,Item,,1104,,,0
Dragon crossbow,Mythic,Item,,1105,,,0
Dragon crossbow (u),Rare,Item,,1106,,,0
Dragon dagger,Mythic,Item,,1107,Humble Beginnings,,0
Dragon dart,Mythic,Item,,1108,,,0
Dragon dart tip,Rare,Item,,1109,,,0
Dragon defender ornament kit,Common,Item,,1110,,,0
Dragon felling axe,Mythic,Item,,1111,,,0
Dragon full helm,Mythic,Item,,1112,,,0
Dragon full helm ornament kit,Common,Item,,1113,,,0
Dragon halberd,Mythic,Item,,1114,,,0
Dragon harpoon,Mythic,Item,,1115,,,0
Dragon hasta,Mythic,Item,,1116,,,0
Dragon hunter crossbow,Legendary,Item,,1117,,,0
Dragon hunter lance,Legendary,Item,,1118,,,0
Dragon hunter wand,Legendary,Item,,1119,,,0
Dragon impling jar,Mythic,Item,,1120,,,0
Dragon javelin,Mythic,Item,,1121,,,0
Dragon javelin tips,Rare,Item,,1122,,,0
Dragon keel parts,Mythic,Item,,1123,,,0
Dragon kiteshield,Mythic,Item,,1124,,,0
Dragon kiteshield ornament kit,Common,Item,,1125,,,0
Dragon knife,Mythic,Item,,1126,,,0
Dragon legs/skirt ornament kit,Common,Item,,1127,,,0
Dragon limbs,Rare,Item,,1128,,,0
Dragon longsword,Mythic,Item,,1129,Humble Beginnings,,0
Dragon mace,Mythic,Item,,1130,,,0
Dragon med helm,Mythic,Item,,1131,,,0
Dragon metal lump,Rare,Item,,1132,,,0
Dragon metal shard,Rare,Item,,1133,,,0
Dragon metal sheet,Mythic,Item,,1134,,,0
Dragon metal slice,Rare,Item,,1135,,,0
Dragon nails,Rare,Item,,1136,,,0
Dragon necklace,Rare,Item,,1137,,,0
Dragon pickaxe,Mythic,Item,,1138,,,0
Dragon pickaxe upgrade kit,Uncommon,Item,,1139,,,0
Dragon platebody,Mythic,Item,,1140,,,0
Dragon platebody ornament kit,Common,Item,,1141,,,0
Dragon platelegs,Mythic,Item,,1142,,,0
Dragon plateskirt,Mythic,Item,,1143,,,0
Dragon scale dust,Uncommon,Item,,1144,,,0
Dragon scimitar,Mythic,Item,,1145,,,0
Dragon scimitar ornament kit,Common,Item,,1146,,,0
Dragon spear,Mythic,Item,,1147,,,0
Dragon sq shield,Mythic,Item,,1148,,,0
Dragon sq shield ornament kit,Common,Item,,1149,,,0
Dragon sword,Mythic,Item,,1150,,,0
Dragon thrownaxe,Mythic,Item,,1151,,,0
Dragon warhammer,Legendary,Item,,1152,,,0
Dragonbone necklace,Rare,Item,,1153,,,0
Dragonfire shield,Mythic,Item,,1154,,,0
Dragonfire ward,Legendary,Item,,1155,,,0
Dragonfruit,Rare,Item,,1156,,,0
Dragonfruit pie,Rare,Item,,1157,,,0
